1-O-Octyl-2-Heptylphosphonyl-Sn-Glycero-3-Phosphoethanolamine	PLA21																																																	
FR230513	ADA																																																	
WRR-99	CATSF																																																	
Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	5'-NT																																																	
(2E,3S)-3-hydroxy-5'-[(4-hydroxypiperidin-1-yl)sulfonyl]-3-methyl-1,3-dihydro-2,3'-biindol-2'(1'H)-one	CDKN21																																																	
Pyruvaldehyde	PLA21																																																	
Diphenylacetic acid	APPS																																																	
Mesoxalic acid	ODS11																																																	
RU82209	ASV																																																	
7-methyl-5'-guanylic acid	ARS2																																																	
1,2,4-Triazole	CA-II																																																	
CRA_9785	TRP11																																																	
N-[2-(1h-Indol-5-Yl)-Butyl]-4-Sulfamoyl-Benzamide	CA-II																																																	
gamma-Glutamyl[S-(2-iodobenzyl)cysteinyl]glycine	HSPDE9A2	GSTM4-4	CGB-PDE																																															
Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	CA-II																																																	
Tiratricol	C-ERBA-2																																																	
(S)-Rolipram	DPDE4	ACRDYS2																																																
Diminazene	PLP3	TRP11	ABP1																																															
3'-deoxyguanosine	NP1																																																	
L-2-amino-4-methoxy-cis-but-3-enoic acid	MAT2																																																	
3-Hydroxybutyryl-Coenzyme A	SCHAD2																																																	
Mecobalamin	MS2																																																	
Ribostamycin	CLCRP1																																																	
Kabiramide C	ACTA																																																	
L-709,587	FKBP-12																																																	
5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione	CLG1																																																	
9-(4-Hydroxyphenyl)-2,7-Phenanthroline	JNK3																																																	
5-Methoxy-1,2-Dimethyl-3-(Phenoxymethyl)Indole-4,7-Dione	DHQU																																																	
ISO24	ASV																																																	
Argifin	CHI3																																																	
Lpc-Ether	GM2-AP	PLA21																																																
Ethanesulfonic acid	PBP5																																																	
Glycinamide	CLG1																																																	
Guanidine-3-propanol	TRY42																																																	
1-Guanidinium-7-Aminoheptane	DHS1																																																	
N-[(2S)-4-Methyl-1-oxo-1-{[(4S)-3-oxo-1-(2-pyridinylsulfonyl)-4-azepanyl]amino}-2-pentanyl]-1-benzofuran-2-carboxamide	CTS02																																																	
CRA_1144	TMPRSS1	TRP11																																																
Phosphonoacetohydroxamic Acid	GSD13																																																	
(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One	PIM																																																	
1-deoxy-1-methoxycarbamido-beta-D-glucopyranose	PYGM																																																	
4-Iodo-L-phenylalanine	ADABP																																																	
L-cysteic acid	CDC25B	CATL1	PTP1B	C9orf19																																														
1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol	CDKN21																																																	
P1-(adenosine-5'-P5-(uridine-5')pentaphosphate	CK3																																																	
Zidovudine monophosphate	CDC8																																																	
Acetic Acid Salicyloyl-Amino-Ester	COX12																																																	
2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid	PTP1B																																																	
9-N-Phenylmethylamino-Tacrine	BCHED																																																	
beta-2-Thienyl-L-alanine	PH																																																	
N-Cyclohexyl-N'-Decylurea	CEH2																																																	
Tartronate	NADP-ME	ODS11																																																
2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid	CLG4B																																																	
Uridine monophosphate	GLTDC1	GTB2	CD252	YDR378C	UCK1L																																													
S-(4-nitrobenzyl)glutathione	DFN7																																																	
(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide	HEL-S-36																																																	
WRR-112	CATSF																																																	
N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide	CK1g2																																																	
Piritrexim	DHFRP11																																																	
Lanosterol	CTRCT44																																																	
4-Sulfonamide-[1-(4-Aminobutane)]Benzamide	CA-II																																																	
N-{4-[(Carboxymethyl)carbamoyl]benzoyl}-L-valyl-N-[(3S)-1,1,1-trifluoro-4-methyl-2-oxo-3-pentanyl]-L-prolinamide	ELA1																																																	
Cyclohexanol	ADH2																																																	
12-Hydroxydodecanoic Acid	ADH-3																																																	
1-Hydroxy-2-S-glutathionyl-3-para-nitrophenoxy-propane	GSTM4-4																																																	
S-Ethyl-N-Phenyl-Isothiourea	IHPS1	ECNOS																																																
Adenosine 5'-phosphosulfate	SK12																																																	
Bicine	PLG																																																	
[(1S)-4-(1-Aminobutylideneamino)-1-carboxybutyl]azanium	IHPS1																																																	
6-Hydroxy-6-Methyl-Heptan-3-One	HEL129																																																	
RU85053	ASV																																																	
4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid	PTP1B																																																	
N-Ethyl-5'-Carboxamido Adenosine	ECGP1																																																	
N-acetyl-alpha-neuraminic acid	CD169	CD62E	ACAT2	COLEC1	ZA2G	P193	CD62																																											
3,4-Dihydro-5-Methyl-Isoquinolinone	ADPRT																																																	
5'-Guanylylmethylenebisphosphonate	PCKDC																																																	
Purine Riboside-5'-Monophosphate	RAC12																																																	
Coproporphyrin I	PCT2																																																	
2-Amino-1H-benzimidazol-5-ol	ATF2																																																	
S-2-(Boronoethyl)-L-Cysteine	ARG2	ARG11																																																
Etheno-Nadp	CD157																																																	
2-Cyclopropylmethylenepropanal	HNFJ2																																																	
4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One	CDKN21																																																	
Pantothenoylaminoethenethiol	MDS018																																																	
N-acetyl-alpha-D-glucosamine	ACE1	GBA1	p757	ACEE																																														
Compound 4-D	ER2																																																	
N-Acetyl-glucosamine thiazoline	ENC-1AS																																																	
4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole	EL52																																																	
P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid	COX12																																																	
Flurbiprofen Methyl Ester	COX12																																																	
Tromethamine	AAA1																																																	
N-{[(2-Methyl-2-propanyl)oxy]carbonyl}-L-alanyl-L-alaninamide	ELA1																																																	
Radicicol	CMTX6	D6S182	ECGP1	DLTA																																														
FG-9041	GLUR21																																																	
Dihydrolipoic Acid	CMTX6	GCE2	DLTA																																															
2'-cytidylic acid	RAC12																																																	
Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide	CTSS																																																	
D-Eritadenine	SAHH																																																	
2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol	A3GALNT1																																																	
Bisindolylmaleimide I	PDK12	DXS1179E	PIM																																															
2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	ACC21																																																	
N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea	ATF2																																																	
Elaidamide	PLA22																																																	
GC-24	C-ERBA-2																																																	
GW-3965	UNR2																																																	
5-Aminouracil	RAC12																																																	
Deoxyuridine monophosphate	TS4																																																	
Lysine Nz-Carboxylic Acid	CDKN21																																																	
1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol	ER2																																																	
1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	DPDE4																																																	
9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine	EL52																																																	
2-(N-morpholino)ethanesulfonic acid	11-DH	ARFL3	ACEE	DFN7	H-L(3)MBT	GTB2	BCHED	CYH	ASL2	DHPR	PSAP3	CINEMA	1-Cys																																					
2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid	ASA																																																	
7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline	PENT																																																	
RU78299	ASV																																																	
3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium	COT2																																																	
N-[(5S,7R,8S,9S,10R)-8,9,10-Trihydroxy-7-(hydroxymethyl)-2,4-dioxo-6-oxa-1,3-diazaspiro[4.5]dec-3-yl]acetamide	PYGM																																																	
Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide	CTSS																																																	
Niraxostat	XAN1																																																	
N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide	CA-II																																																	
P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate	CDC8																																																	
gamma-carboxy-L-glutamic acid	PT	BGP1	FX1																																															
Benzenesulfinic acid	UNR2																																																	
Cilomilast	DPDE4	ACRDYS2																																																
Jaspisamide A	ACTA																																																	
L-Eflornithine	ODC1																																																	
ICI-164384	ER-BETA																																																	
(2R,3R,4S,5R)-2-acetamido-3,4-dihydroxy-5-hydroxymethyl-piperidine	ENC-1AS	KCNMB21																																																
Monothioglycerol	PEP2																																																	
6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine	ATF2	PT	TMPRSS1	TRP11																																														
Prostaglandin G2	COX22																																																	
3-nitro-L-tyrosine	GR2																																																	
Thieno[2,3-B]Pyridine-2-Carboxamidine	ATF2	TRP11																																																
AL-4623	CA-II																																																	
N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide	ABL1																																																	
alpha-L-methyl-fucose	COLEC1																																																	
Batimastat	ADAM-TS 11	CLG1	ADAM 28	MME2	C8orf57																																													
(2S,3R,4S,5S)-3,4-Dihydroxy-2-[(methylsulfanyl)methyl]-5-(4-oxo-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)pyrrolidinium	NP1																																																	
Biopterin	SDR38C1	PTPS	DHFRP11																																															
S-(N-hydroxy-N-bromophenylcarbamoyl)glutathione	GLO2																																																	
N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide	ELA1																																																	
Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate	CTS02																																																	
5-N-Allyl-arginine	IHPS1																																																	
Thionicotinamide-Adenine-Dinucleotide	G3PD																																																	
Triphosphoric acid	PAP4																																																	
9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine	EL52																																																	
tert-butanol	HEL-S-49	CAM22	MAP22	RAC12																																														
Tmr	ACTA																																																	
2-Phenylheme	HMOX1D																																																	
N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide	HEL-S-98n																																																	
Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate	ATSV	C21orf124	ATP2A	CD220	HEL-S-68p																																													
S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea	ECNOS																																																	
6S-5,6,7,8-Tetrahydrobiopterin	ECNOS																																																	
4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	ACVRLK42																																																	
Feruloyl Coenzyme A	COMTD1																																																	
5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone	CK2A1																																																	
Freselestat	ELA1	ELA2																																																
Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	CTH1																																																	
LFA703	CD11A																																																	
Protoporphyrin Ix Containing Zn	HCS2																																																	
1,4-Dideoxy-O2-Sulfo-Glucuronic Acid	BFGF	ANX5																																																
D-erythrose 4-phosphate	PGI2																																																	
5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One	TN-C2																																																	
N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium	E12	PTX11																																																
6-Chloropurine Riboside, 5'-Monophosphate	IMPD	IMPD2																																																
(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide	CA-II																																																	
N-acetyl-D-glucosamine-6-phosphate	GNPI2																																																	
Thiocitrulline	NOS2																																																	
1-deoxymannojirimycin	AMan II																																																	
Inositol 2,4,5-trisphosphate	NDNC3																																																	
SP2456	IL-2																																																	
7-methyl-guanosine-5'-triphosphate-5'-guanosine	ARS2																																																	
N,O6-Disulfo-Glucosamine	ECGF2	DFNB39	ANX5	BFGF	3-OST-3A																																													
Nicotinamide 8-bromo-adenine dinucleotide phosphate	6PGD																																																	
S-(Dimethylarsenic)Cysteine	COPG	SSMED	ECNOS	CD282																																														
4-Hydroxy-Aconitate Ion	ACONM																																																	
Dodecyl sulfate	LYZF1																																																	
1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine	HNFJ2																																																	
L-homoarginine	ECNOS																																																	
Mercuribenzoic Acid	CA-II																																																	
Trimethyllysine	HCS2	CAM22																																																
Tyrosinal	CMTDIC																																																	
4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole	p382																																																	
1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid	3-OST-3A	BFGF	ANX5																																															
Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid	PTP1B																																																	
{[2-Amino-4-oxo-6,7-di(sulfanyl-κS)-3,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)sulfanylmolybdenum	SUOX																																																	
Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide	CTSS																																																	
2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine	DHFRP11																																																	
2,6-Diamino-Hexanoic Acid Amide	PACAP1																																																	
2-deoxy-2,3-dehydro-N-acetylneuraminic acid	SIAL2																																																	
Ethanolamine	ANX3																																																	
3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol	EG5																																																	
Bromo-Willardiine	GLUR21																																																	
6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid	PTP1B																																																	
4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide	CA-II																																																	
{4-[(2S)-2-Acetamido-3-({(1S)-1-[3-carbamoyl-4-(cyclohexylmethoxy)phenyl]ethyl}amino)-3-oxopropyl]-2-phosphonophenoxy}acetic acid	IMD22																																																	
Uridine 5'-triphosphate	TSA903																																																	
[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone	CDKN21																																																	
Zinc;[amino-[2-[[5-[amino(azaniumylidene)methyl]benzimidazol-1-id-2-yl]methyl]benzimidazol-1-id-5-yl]methylidene]azanium	TRP11																																																	
Dimethyl Propionate Ester Heme	CYB5																																																	
2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide	ADPRT																																																	
(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine	FKBP-12																																																	
1-Deoxy-1-methoxycarbamido-beta-D-gluco-2-heptulopyranosonamide	PYGM																																																	
Alsterpaullone	CDC21	GSK3B	LIS7																																															
2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid	CYH	CATG																																																
Clorgiline	BRNRS																																																	
S-Isopropyl-Isothiourea	ECNOS																																																	
4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol	ER-BETA																																																	
MF268	ACEE																																																	
D-arginine	CKMM																																																	
Coenzyme A persulfide	ACAD2																																																	
Carboxymycobactin T	24p3																																																	
4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid	PYGM																																																	
N-Carbamoyl-Alanine	PRP2																																																	
N-Propyl Isocyanide	PVALB1																																																	
9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine	EL52																																																	
2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium	PYGM																																																	
N-[4-([(2-Amino-4-oxo-1,4-dihydropyrido[3,2-d]pyrimidin-6-yl)methyl]{(2E)-3-[4-carbamoyl-1-(5-O-phosphono-beta-D-ribofuranosyl)-1H-imidazol-5-yl]-2-propenoyl}amino)benzoyl]-L-glutamic acid	AICAR																																																	
N-Carbamoylphenylalanine	CPA																																																	
8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide	ATF2																																																	
N-Cyclopentyl-N-Cyclobutylformamide	ADH1																																																	
p-Coumaric acid	LTB4DH																																																	
2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate	NB2																																																	
5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine	DAPK																																																	
Cpad	ADH3																																																	
Alpha-Methylisocitric Acid	ACONM																																																	
Heptane-1,2,3-Triol	CSNBAD1																																																	
RU78191	ASV																																																	
(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide	CA-II																																																	
N(6)-(pyridoxal phosphate)-L-lysine	AGT2	CCBL1	PYGM	ODC1																																														
2-[{4-[(2S)-2-{[(Allyloxy)carbonyl]amino}-3-({4-[3-hydroxy-2-(methoxycarbonyl)phenoxy]butyl}amino)-3-oxopropyl]phenyl}(carboxycarbonyl)amino]benzoic acid	PTP1B																																																	
AL5300	CA-II																																																	
RH-1	DHQU																																																	
4-hydroxybutan-2-one	FKBP-12																																																	
Balanol	PKACA																																																	
Deamido-Nad+	LCA9	FKSG76																																																
N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide	CDKN21																																																	
N-Heptylformamide	ADH2																																																	
Fotemustine	TR4																																																	
[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester	TRP11																																																	
(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide	MAP22																																																	
[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine	TRY42																																																	
(2R)-2-Acetamido-3-(octadecyloxy)propyl 2-(methylsulfanyl)ethyl hydrogen phosphate	PLA22																																																	
N-Formylpiperidine	ADH3																																																	
3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine	ACEE																																																	
Berberine	API4																																																	
4-(N,N-Dimethylamino)cinnamoyl-CoA	ECHS1D																																																	
Hexatantalum Dodecabromide	CAMKA	A1S9																																																
Guanosine-3'-monophosphate-5'-diphosphate	ARF11																																																	
N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine	TRP11																																																	
N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane	CPSB2	APPS																																																
Willardiine	GLUR21																																																	
Lysophosphotidylserine	PT																																																	
Guanosine-5'-Triphosphate	GDH1	MPD5	K-REV2	ARHE	ARF11	C-BAS/HAS	F6PK	UCK1L	RAB5	RHEB2																																								
1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide	CHDS6																																																	
2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol	A3GALNT1	MC3DN6	CBT1	QCR6	MC3DN5	SDH2	MTCYB	CYB5601	D3S3191	HSPC051	MADD3	QP-C2	MC3DN3	FP2	RIP11																																			
3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide	PTP1B																																																	
Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone	ACTFS																																																	
(R)-Rolipram	DPDE4	ACRDYS2																																																
N-alpha-Acetyl-3,5-diiodotyrosyl-D-threonine	PAL1																																																	
1-Methylhistidine	ACTA																																																	
2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid	GLUR21																																																	
S-Hydroxymethyl Glutathione	ADH-3																																																	
Aspartate Beryllium Trifluoride	SCP12																																																	
5-Phenylsulfanyl-2,4-Quinazolinediamine	DHFRL1																																																	
Anthranilic acid	DAO2	FIG1																																																
[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine	ATF2																																																	
Mdl-29951	FBP1																																																	
Di-Stearoyl-3-Sn-Phosphatidylcholine	BPIFD1	AAC12																																																
4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide	CA-II																																																	
Norvaline	AT2	OCTD2																																																
N'-(Pyrrolidino[2,1-B]Isoindolin-4-On-8-Yl)-N-(Pyridin-2-Yl)Urea	CDKN21																																																	
(9S,10S)-9-(S-glutathionyl)-10-hydroxy-9,10-dihydrophenanthrene	GST12																																																	
MDL72527	SMO2																																																	
Triacetylchitotriose	LYZF1																																																	
Heptulose-2-Phosphate	PYGM																																																	
Descarboxy-nor-N(Omega)-Hydroxy-L-Arginine	ARG11																																																	
3-Mercuri-4-Aminobenzenesulfonamide	CA-II																																																	
[(4-{4-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Butyl}-Phenyl)-Difluoro-Methyl]-Phosphonic Acid	PTP1B																																																	
L-Saccharopine	LKR/SDH																																																	
Dequalinium	BKTM	API3	CNCG																																															
N-Cyclohexyl-N'-(Propyl)Phenyl Urea	CEH2																																																	
4-Nitrophenyl Phosphate	DUSP25	HAAP																																																
CRA_9076	TRP11																																																	
L-2-amino-3-butynoic acid	CTH1																																																	
1-Deaza-Adenosine	ADA																																																	
Nitroarginine	IHPS1	ECNOS																																																
Nitromethyldethia coenzyme A	CS																																																	
N-Hydroxy-1-(4-Methoxyphenyl)Sulfonyl-4-Benzyloxycarbonyl-Piperazine-2-Carboxamide	CHDS6																																																	
(Hydroxyethyloxy)Tri(Ethyloxy)Octane	CSNBAD1	CLPS	PL4																																															
N2-({[(4-Bromophenyl)Methyl]Oxy}Carbonyl)-N1-[(1s)-1-Formylpentyl]-L-Leucinamide	CTS02																																																	
4-Amino Hexanoic Acid	GABA-AT																																																	
Tris(Hydroxyethyl)Aminomethane	AMY13																																																	
N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid	TRP11																																																	
(2R)-2-(3-Biphenylyl)-N-{(2R)-2-hydroxy-3-[(2-pyridinylsulfonyl)amino]propyl}-4-methylpentanamide	CTS02																																																	
CRA_23653	TRP11																																																	
Zinc Substituted Heme C	HCS2																																																	
Tretazicar	DHQV																																																	
8-Benzo[1,3]Dioxol-,5-Ylmethyl-9-Butyl-2-Fluoro-9h-Purin-6-Ylamine	EL52																																																	
(S)-alpha-methyl-4-carboxyphenylglycine	GPRC1A																																																	
Seocalcitol	VDR2																																																	
9-(5,5-Difluoro-5-Phosphonopentyl)Guanine	NP1																																																	
Geneticin	ODC1																																																	
Methylumbelliferyl chitotriose	LYZF1																																																	
Cyclotheonamide A	TRP11																																																	
(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid	CIMT1																																																	
3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	ACRDYS2																																																	
8,9-Dichloro-2,3,4,5-Tetrahydro-1h-Benzo[C]Azepine	PENT																																																	
N-acetylserotonin	SDR38C1																																																	
4-[[(2S)-2-[[(2S)-3-Carboxy-2-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]butyl-(diaminomethylidene)azanium	CANP1																																																	
2-[2-(2-Cyclohexyl-2-guanidino-acetylamino)-acetylamino]-N-(3-mercapto-propyl)-propionamide	IL-2																																																	
2-[4-(4-Chlorophenyl)Cyclohexylidene]-3,4-Dihydroxy-1(2h)-Naphthalenone	DHOdehase																																																	
2-deoxy-2-fluoro-α-D-glucose	LAC																																																	
{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid	PTP1B																																																	
KH064	PLA22																																																	
2-[Trans-(4-Aminocyclohexyl)Amino]-6-(Benzyl-Amino)-9-Cyclopentylpurine	CDKN21																																																	
N-(Benzoylcarbamoyl)-beta-D-glucopyranosylamine	PYGM																																																	
Trichostatin A	RPD34	HD72																																																
Maleic Acid	AST1																																																	
Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone Hydrate	TRP11																																																	
5-[(4-Methylphenyl)Sulfanyl]-2,4-Quinazolinediamine	DHFRL1																																																	
2-[(Formyl-Hydroxy-Amino)-Methyl]-Heptanoic Acid [1-(2-Hydroxymethyl-Pyrrolidine-1-Carbonyl)-2-Methyl-Propyl]-Amide	PDF3																																																	
4-Phenylbutylamine	TRP11																																																	
2,3-Difluorobenzyl Alcohol	ADH3																																																	
Guanosine-5'-Diphosphate	MPD5	K-REV2	MIG5	YL8	RAL	ARA24	ARH12	NM23-LV	RAB5	CSNB1G	CCS-3	ANDD	Gi	ARFLP5	COXPD4	ARL8	EIF22	NB2	ARFL1	RAB8B	ARF2	ARFL3	PRO2706	EEF-2	GMD	TG(C)	CINEMA	551G9.2	RHEB2	RAB9	C-BAS/HAS	EFL12	ARF6	CDC42Hs	ARF11	TGE														
D-[(N-Hydroxyamino)Carbonyl]Phenylalanine	CPA																																																	
Nα-[(2S)-2-{[(S)-[(1S)-1-{[(Benzyloxy)carbonyl]amino}-2-phenylethyl](hydroxy)phosphoryl]methyl}-5-phenylpentanoyl]-L-tryptophanamide	SL-3																																																	
LY249543	CIMAH																																																	
Ovalicin	MAP22	MAP1A2																																																
Phenethylamine	TRP11	TRYP22																																																
Dihydroxyacetone phosphate	HEL-S-49	ALDB	ALDA1																																															
Phosphatidylethanolamine	CCCA	10q23del2																																																
Monastrol	EG5																																																	
6-hydroxydopa quinone	SSAO2																																																	
1-(4-Amidinophenyl)-3-(4-Chlorophenyl)Urea	TRP11																																																	
Isocyanomethane	PVALB1																																																	
SB220025	p382	p383																																																
Carbocisteine	DFN7																																																	
Lumichrome	BVRB																																																	
Argadin	CHI3																																																	
Aconitate Ion	ACONM																																																	
beta-D-Ribose-5-phosphate	NUDT101																																																	
Mesobiliverdin IV alpha	BVRB																																																	
Arecoline	HM1	PBS2																																																
3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate	NB2																																																	
Debromohymenialdisine	ACK	CLK																																																
Bb-3497	PDF3																																																	
